restaurant_name,address,city,postal_code,country,price_range,cuisine_type,description,facilities_services,credit_cards,phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,url
Lillotatini – Panicale - a MICHELIN Guide Restaurant,piazza Umberto I 13-14,Panicale,06064,ITA,€€,"Umbrian, Traditional Cuisine","Situated in the heart of a small medieval castle-hamlet, this traditional-style restaurant with an attractive terrace on the historic square provides the setting for local specialities such as ...","Interesting wine list, Terrace","amex, mastercard, visa",+39 075 837771,43.0291675,12.0992757,closed,"12:30-13:45, 19:30-20:45","12:30-13:45, 19:30-20:45","12:30-13:45, 19:30-20:45","12:30-13:45, 19:30-20:45","12:30-13:45, 19:30-20:45","12:30-13:45, 19:30-20:45",https://guide.michelin.com/en/umbria/panicale/restaurant/lillo-tatini
Boccon DiVino – Montalcino - a MICHELIN Guide Restaurant,"via Traversa dei Monti 201, località Colombaio Tozzi",Montalcino,53024,ITA,€€,"Tuscan, Modern Cuisine","In a farmhouse on the edges of town, this restaurant has a rustic dining area with modern tables and chairs and a beautiful summer terrace with a view. Authentic local dishes.","Great view, Interesting wine list, Terrace","mastercard, visa",+39 0577 848233,43.0522700,11.4987800,"12:30-14:30, 19:30-21:30",closed,"12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30",https://guide.michelin.com/en/toscana/montalcino/restaurant/boccon-divino
Guido – Rimini - a MICHELIN Guide Restaurant,lungomare Guido Spadazzi 12,Rimini,47924,ITA,€€€,"Seafood, Modern Cuisine","Although from the outside this looks like a simple private beach club with views of the sea in the distance, the interior reveals an unexpected and hushed elegance. Guests flock to Guido’s for its...","Air conditioning, Great view, Terrace","amex, maestrocard, mastercard, visa",+39 0541 374612,44.0322600,12.6213800,closed,closed,"12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00",https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/guido
"Il Giardino ""Da Felicin"" – Monforte d'Alba - a MICHELIN Guide Restaurant",via Vallada 18,Monforte d'Alba,12065,ITA,€€€,"Piedmontese, Classic Cuisine","A bastion of classic Piedmontese cuisine, this restaurant housed in a beautiful period palazzo boasts a panoramic terrace and a romantic garden for alfresco dining. The dining rooms echo the ...","Car park, Great view, Interesting wine list, Terrace","amex, mastercard, visa",+39 0173 78225,44.5825745,7.9673803,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/piemonte/monforte-d-alba/restaurant/giardino-da-felicin
Antica Locanda dell'Orco – Rivarolo Canavese - a MICHELIN Guide Restaurant,via Ivrea 109,Rivarolo Canavese,10086,ITA,€€,"Piedmontese, Traditional Cuisine",Fans of Piedmontese cuisine will find one of its best exponents in this restaurant located at the end of a beautiful porticoed street in the historic centre. Savour some of Italy’s most exciting ...,"Air conditioning, Interesting wine list, Terrace, Wheelchair access","amex, mastercard, visa",+39 0124 425101,45.3335077,7.7267256,closed,"12:00-14:30, 19:30-22:00","12:00-14:30, 19:30-22:00","12:00-14:30, 19:30-22:00","12:00-14:30, 19:30-22:00","12:00-14:30, 19:30-22:00",12:30-14:30,https://guide.michelin.com/en/piemonte/rivarolo-canavese/restaurant/antica-locanda-dell-orco
Le Vele – Misano Adriatico - a MICHELIN Guide Restaurant,"via Litoranea Sud 71, Bagni 70",Misano Adriatico,47843,ITA,€€,"Seafood, Classic Cuisine","This modern, minimalist - style restaurant is practically on the beach and almost within touching distance of the sea. It specialises in fish dishes with a contemporary flavour.","Air conditioning, Great view, Terrace","mastercard, visa",+39 349 241 8018,43.9756700,12.7097100,19:15-22:30,closed,19:15-22:30,19:15-22:30,"12:15-14:30, 19:15-22:30","12:15-14:30, 19:15-22:30","12:15-14:30, 19:15-22:30",https://guide.michelin.com/en/emilia-romagna/misano-adriatico/restaurant/le-vele
Risorgimento – Sirmione - a MICHELIN Guide Restaurant,piazza Carducci 5/6,Sirmione,25019,ITA,€€€,"Mediterranean Cuisine, Modern Cuisine",This restaurant situated in the centre of Sirmione just a stone’s throw from the lake is striking for its elegant outdoor terrace. This refined setting provides the backdrop for creative meat and ...,"Air conditioning, Interesting wine list, Terrace","mastercard, visa",+39 030 916325,45.4924780,10.6075020,"12:00-14:30, 19:00-22:30",closed,"12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30",https://guide.michelin.com/en/lombardia/sirmione/restaurant/risorgimento
Giardinetto – Pettenasco - a MICHELIN Guide Restaurant,via Provinciale 1,Pettenasco,28028,ITA,€€,"Modern Cuisine, Mediterranean Cuisine","Situated on the lakeshore in the elegant Hotel Giardinetto (now approaching its centenary), this restaurant boasts stunning views of the lake and San Giulio island. The focus here is on ...","Car park, Garden or park, Great view, Restaurant offering vegetarian menus, Terrace","amex, mastercard, visa",+39 0323 89118,45.8218724,8.4023087,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/piemonte/pettenasco/restaurant/giardinetto
Kro – Ponte di Legno - a MICHELIN Guide Restaurant,"via Tollarini 70/c, località Pontagna di Temù",Ponte di Legno,25050,ITA,€€,"Alpine, Modern Cuisine","The courteous service, stylish mountain decor of wood and stone, and regional cuisine with a modern twist are just some of the attractions of this restaurant, whose name loosely translates as “inn...","Car park, Wheelchair access","amex, mastercard, visa",+39 0364 906411,46.2510400,10.4801310,"12:00-14:00, 19:00-21:00",closed,closed,"12:00-14:00, 19:00-21:00","12:00-14:00, 19:00-21:30","12:00-14:00, 19:00-21:30","12:00-14:00, 19:00-21:30",https://guide.michelin.com/en/lombardia/ponte-di-legno/restaurant/kro
Trattoria di Campagna – Sarre - a MICHELIN Guide Restaurant,Località Saint Maurice 57,Sarre,11010,ITA,€€,"Cuisine from the Aosta Valley, Modern Cuisine","This famous trattoria, now run by the third generation of the same family, serves traditional, seasonal cuisine from the Aosta valley, enhanced by the occasional imaginative and personalised touch...","Air conditioning, Car park, Terrace","amex, mastercard, visa",+39 0165 257448,45.7174664,7.2612561,"12:00-14:30, 19:00-21:30",closed,closed,"12:00-14:30, 19:00-21:30","12:00-14:30, 19:00-21:30","12:00-14:30, 19:00-21:30","12:00-14:30, 19:00-21:30",https://guide.michelin.com/en/valle-d-aosta/sarre/restaurant/trattoria-di-campagna
Makorè – Ferrara - a MICHELIN Guide Restaurant,via Palestro 10,Ferrara,44121,ITA,€€€,"Italian Contemporary, Seafood","Makorè’s new gourmet venture offers guests a delightful dining experience where the focus is on vegetables, as well as fish from the adjacent fishmongers. The chef demonstrates his culinary skills...","Air conditioning, Wheelchair access","amex, mastercard, visa",+39 0532 092068,44.8370614,11.6227331,closed,19:30-22:00,19:30-22:00,19:30-22:00,"12:30-14:30, 19:30-22:00","12:30-14:30, 19:30-22:00",closed,https://guide.michelin.com/en/emilia-romagna/ferrara/restaurant/makore
Lo Stornello – Stresa - a MICHELIN Guide Restaurant,via Cavour 35,Stresa,28838,ITA,€€,"Mediterranean Cuisine, Modern Cuisine","Offering quality and professionalism in a tourist setting, this small restaurant is popular with locals as well as visitors. The menu focuses on imaginatively presented Mediterranean cuisine.","Air conditioning, Terrace","amex, mastercard, visa",+39 0323 30444,45.8842105,8.5389585,"12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30",https://guide.michelin.com/en/piemonte/stresa/restaurant/lo-stornello
Il Chiosco di Bacco – Torriana - a MICHELIN Guide Restaurant,via Santarcangiolese 62,Torriana,47825,ITA,€€,"Cuisine from Romagna, Regional Cuisine","This restaurant boasts a rural location in the Montefeltro region, to which half the menu is dedicated (fresh home-made pastas, salumi, porchetta-style rabbit etc). The other half focuses on meat ...","Air conditioning, Car park, Terrace","amex, mastercard, visa",+39 333 306 0279,43.9860678,12.4020600,closed,19:00-00:00,19:00-00:00,19:00-00:00,19:00-00:00,19:00-00:00,"12:00-15:00, 19:00-00:00",https://guide.michelin.com/en/emilia-romagna/torriana/restaurant/il-chiosco-di-bacco
Massimo Camia – La Morra - a MICHELIN Guide Restaurant,SP3 Alba-Barolo 122,La Morra,12064,ITA,€€€,"Piedmontese, Modern Cuisine","In this restaurant decorated with modern furnishings, the attention is drawn to the picture windows offering fine views of the La Morra hills and the surrounding countryside. Here, the cuisine ...","Air conditioning, Car park, Interesting wine list, Terrace","amex, mastercard, visa",+39 0173 56355,44.6267818,7.9570040,"12:30-15:00, 19:30-22:00",closed,closed,"12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00","12:30-15:00, 19:30-22:00",https://guide.michelin.com/en/piemonte/la-morra/restaurant/massimo-camia
Il Flauto di Pan – Ravello - a MICHELIN Guide Restaurant,via Santa Chiara 26,Ravello,84010,ITA,€€€€,Creative,"It would be no exaggeration to say that this restaurant (part of the Villa Cimbrone hotel) is situated in one of the most romantic and exclusive spots in Italy, surrounded by luxuriant ...","Air conditioning, Garden or park, Great view, Interesting wine list, Terrace","amex, mastercard, visa",+39 089 857459,40.6446307,14.6111085,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,https://guide.michelin.com/en/campania/ravello/restaurant/il-flauto-di-pan
Antica Moka – Modena - a MICHELIN Guide Restaurant,Via Emilia Est 1496,Modena,41126,ITA,€€€,Modern Cuisine,"Situated on the Via Emilia, this elegant, owner-run restaurant has for decades been renowned for its top-quality regional cuisine with an updated twist, as well as its reinterpreted fish ...","Air conditioning, Car park, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 059 284008,44.6225361,10.9828687,closed,19:30-22:00,"12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00","12:00-14:00, 19:30-22:00","12:30-14:30, 19:30-22:30","12:00-14:00, 19:30-22:00",https://guide.michelin.com/en/emilia-romagna/modena/restaurant/antica-moka
Almatò – Rome - a MICHELIN Guide Restaurant,via Augusto Riboty 20/c,Rome,00195,ITA,€€€,Contemporary,"Situated in the elegant, residential streets of the Prati district, this modern, minimalist-style restaurant is the setting for top-quality creative cuisine. For the most part, the menu eschews ...","Air conditioning, Terrace","amex, unionpay, dinersclub, discover, jcb, maestrocard, mastercard, visa",+39 06 6940 1146,41.9154553,12.4546959,closed,19:30-23:00,19:30-23:00,19:30-23:00,19:00-23:00,19:00-23:00,closed,https://guide.michelin.com/en/lazio/roma/restaurant/almato
Razzo – Turin - a MICHELIN Guide Restaurant,via Andrea Doria 17/f,Turin,10123,ITA,€€,"Modern Cuisine, Mediterranean Cuisine","A quiet restaurant with a relaxed, young and modern feel serving contemporary cuisine prepared from seasonal, regional products. Charming romantic outdoor area with soft lighting.","Air conditioning, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 011 020 1580,45.0639963,7.6850158,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,https://guide.michelin.com/en/piemonte/torino/restaurant/razzo
3.0 Ciro Cascella – Naples - a MICHELIN Guide Restaurant,via San Pasquale 68,Naples,80121,ITA,€,Pizza,"Fans of Neapolitan pizza will be in their element at this restaurant, where the pizzas are light, with a larger and softer crust, thanks to the long fermentation and leavening process – some ...","Air conditioning, Credit cards not accepted",,+39 081 497 6322,40.8359663,14.2363274,"12:30-15:30, 19:30-00:00","12:30-15:30, 19:30-00:00","12:30-15:30, 19:30-00:00","12:30-15:30, 19:30-00:00","12:30-15:30, 19:30-00:00","12:30-15:30, 19:30-00:00","12:30-15:30, 19:30-00:00",https://guide.michelin.com/en/campania/napoli/restaurant/3-0-ciro-cascella
Baracca - Storica Hostaria – Trebaseleghe - a MICHELIN Guide Restaurant,via Ronchi 1,Trebaseleghe,35010,ITA,€€,"Italian, Venetian","A classic, attractively elegant restaurant which boasts an extensive choice of dishes on its menu. The varied options here range from meat to fish dishes, often prepared in regional recipes such ...","Car park, Garden or park, Terrace","amex, mastercard, visa",+39 049 938 5126,45.5925400,12.0411900,"10:00-15:00, 17:00-00:00","10:00-15:00, 17:00-00:00",closed,"10:00-15:00, 17:00-00:00","10:00-15:00, 17:00-00:00","10:00-15:00, 17:00-00:00","10:00-15:00, 17:00-00:00",https://guide.michelin.com/en/veneto/trebaseleghe/restaurant/baracca-storica-hostaria
La Pergola – Rome - a MICHELIN Guide Restaurant,via Cadlolo 101,Rome,00136,ITA,€€€€,"Mediterranean Cuisine, Contemporary","Following complete refurbishment, the new Pergola pays tribute to the colours and materials of Rome, from the Travertine marble to the red colour scheme. The terrace has also had a face-lift, but ...","Air conditioning, Car park, Great view, Interesting wine list, Terrace, Wheelchair access","amex, unionpay, dinersclub, discover, jcb, maestrocard, mastercard, visa",+39 06 3509 2152,41.9187946,12.4461151,closed,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,19:30-23:30,closed,https://guide.michelin.com/en/lazio/roma/restaurant/la-pergola69016
Luisl Stube – Algund - a MICHELIN Guide Restaurant,via Venosta 4,Algund,39022,ITA,€€€€,"Creative, Contemporary","Schlosswirt Forst is a typical 16C residence that is home to a traditional restaurant, a few guestrooms and the Luisl Stube, a small gem boasting the beautiful old wood and traditional chandeliers...","Car park, Interesting wine list, Wheelchair access","mastercard, visa",+39 0473 260350,46.6780899,11.1191355,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/trentino-alto-adige/lagundo/restaurant/luisl-stube
Nascostoposto – Terni - a MICHELIN Guide Restaurant,via Sant'Alò,Terni,05100,ITA,€€,"Italian, Modern Cuisine","Easily found despite its name ( nascosto posto means “hidden place”), this restaurant lies in the alleyways of Terni’s old town. In its modern, minimalist-style dining room, an enthusiastic couple...","Air conditioning, Terrace, Wheelchair access","amex, maestrocard, mastercard, visa",+39 0744 608309,42.5621827,12.6445805,closed,20:00-22:30,20:00-22:30,20:00-22:30,20:00-22:30,19:30-22:30,20:00-22:30,https://guide.michelin.com/en/umbria/terni/restaurant/nascostoposto
Duanima – Cagliari - a MICHELIN Guide Restaurant,via Sebastiano Satta 28,Cagliari,09128,ITA,€€,Contemporary,"This is one of Cagliari’s most interesting restaurants – a real must if you find yourself visiting Sardinia’s capital city. In its long, narrow dining room with modern furnishings, enjoy simple, ...",Air conditioning,"amex, mastercard, visa",+39 366 814 0691,39.2166046,9.1217347,closed,20:00-22:30,20:00-22:30,20:00-22:30,20:00-22:30,"12:00-14:30, 20:00-22:30",12:00-14:30,https://guide.michelin.com/en/sardegna/cagliari/restaurant/duanima
Adelaide – Rome - a MICHELIN Guide Restaurant,via dell'Arancio 69,Rome,00186,ITA,€€€,Italian Contemporary,"Although it’s not obvious from the exterior, once you’ve crossed the threshold of the Vilòn hotel you step into a succession of highly decorated rooms that are full of charm. The cuisine is of the...","Air conditioning, Restaurant offering vegetarian menus, Terrace","amex, dinersclub, mastercard, visa",+39 06 878187,41.9044658,12.4764949,"07:00-11:00, 12:30-23:00","07:00-11:00, 12:30-23:00","07:00-11:00, 12:30-23:00","07:00-11:00, 12:30-23:00","07:00-11:00, 12:30-23:00","07:00-11:00, 12:30-23:00","07:00-11:00, 12:30-22:30",https://guide.michelin.com/en/lazio/roma/restaurant/adelaide
SanBrite – Cortina d'Ampezzo - a MICHELIN Guide Restaurant,Località Alverà,Cortina d'Ampezzo,32043,ITA,€€€€,"Alpine, Modern Cuisine","This restaurant has just a few tables amid a decor of elegantly recycled old wood, while a large window offers views of the stunning Ampezzo Dolomites outside. Your meal starts in a memorable way:...","Air conditioning, Car park, Great view, Terrace, Wheelchair access","amex, mastercard, visa",+39 0436 863882,46.5434618,12.1565176,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/veneto/cortina-d-ampezzo/restaurant/sanbrite
Mezzolitro Vini e Cucina – Rho - a MICHELIN Guide Restaurant,via Pomè 10,Rho,20017,ITA,€€,Cuisine from Abruzzo,"Situated amid the attractive alleyways in the centre of Rho, this simple yet pleasant and friendly restaurant serves delicious local cuisine. Abruzzo specialities are to the fore, including dishes...","Air conditioning, Wheelchair access","amex, mastercard, visa",+39 02 9132 7868,45.5294549,9.0423160,19:00-23:00,"12:15-14:00, 19:00-23:00","12:15-14:00, 19:00-23:00","12:15-14:00, 19:00-23:00","12:15-14:00, 19:00-23:00","12:15-14:00, 19:00-23:00",closed,https://guide.michelin.com/en/lombardia/rho/restaurant/mezzolitro-vini-e-cucina
Da Sapì – Esine - a MICHELIN Guide Restaurant,via Giuseppe Mazzini 36,Esine,25040,ITA,€€,"Lombardian, Contemporary",Contemporary-style cuisine with a regional focus and carefully selected local produce are the hallmarks of this restaurant now run by the fourth generation of the same family. The menu features ...,"Air conditioning, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 0364 46052,45.9231937,10.2577142,closed,"12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:00",12:00-14:30,https://guide.michelin.com/en/lombardia/esine/restaurant/da-sapi
Al Persef – Livigno - a MICHELIN Guide Restaurant,via Saroch 1272,Livigno,23041,ITA,€€€,Modern Cuisine,"A small yet very comfortable dining room with large windows and just a few tables provides the setting for modern, creative cuisine prepared by a young and ambitious chef. Locally sourced ...","Car park, Terrace","amex, mastercard, visa",+39 0342 996665,46.5201886,10.1248350,closed,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,https://guide.michelin.com/en/lombardia/livigno/restaurant/al-persef
Paca – Prato - a MICHELIN Guide Restaurant,via Fra' Bartolomeo 13,Prato,59100,ITA,€€€,Italian Contemporary,"Chef Niccolò Palumbo, pastry chef Gabriele Palumbo and maître-d’ Lorenzo Catucci are the three young, dynamic entrepreneurs behind this attractive restaurant just a stone’s throw from the historic...",Air conditioning,"amex, mastercard, visa",+39 0574 182 0222,43.8771796,11.1021824,closed,19:30-23:00,19:30-23:00,19:30-23:00,"12:30-15:00, 19:30-23:00","12:30-15:00, 19:30-23:00",closed,https://guide.michelin.com/en/toscana/prato/restaurant/paca
CENERE - Museum & Bistrot – Pompei - a MICHELIN Guide Restaurant,via Plinio 39,Pompei,80045,ITA,€€,Campanian,"Fans of Campanian cuisine will be in their element at this restaurant situated opposite the archaeological site. Here, the chef serves traditional regional favourites alongside more creative ...",Air conditioning,"mastercard, visa",+39 081 1953 5367,40.7486425,14.4936834,"12:00-15:30, 19:00-00:00","12:00-15:30, 19:00-00:00",closed,"12:00-15:30, 19:00-00:00","12:00-15:30, 19:00-00:00",12:00-00:00,12:00-20:00,https://guide.michelin.com/en/campania/pompei/restaurant/cenere-museum-bistrot
Livello 1 – Rome - a MICHELIN Guide Restaurant,via Duccio di Buoninsegna 25,Rome,00142,ITA,€€€,"Seafood, Modern Cuisine","Situated in the suburbs off the main tourist trail, this fish restaurant also has a fishmonger’s next door. The fish and seafood cuisine served here is highly interesting, featuring modern recipes...","Air conditioning, Terrace","amex, maestrocard, mastercard, visa",+39 06 503 3999,41.8298125,12.4892791,"12:00-15:30, 18:00-23:00","12:00-15:30, 19:30-23:00","12:30-15:00, 19:30-23:00","12:30-15:00, 19:30-23:00","12:30-15:00, 19:30-23:00","12:30-15:00, 19:30-23:00",12:00-15:30,https://guide.michelin.com/en/lazio/roma/restaurant/livello-1
W Villadorata Country Restaurant – Noto - a MICHELIN Guide Restaurant,contrada Portelle,Noto,96017,ITA,€€€,"Country cooking, Creative","Part of the Country House Villadorata resort in the hills outside Noto, this restaurant boasts a delightful setting with the sea as a backdrop, surrounded by gardens which provide many of the ...","Car park, Great view, Restaurant offering vegetarian menus, Terrace","amex, mastercard, visa",+39 342 816 3083,36.8674713,15.0383198,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,https://guide.michelin.com/en/sicilia/noto/restaurant/w-villadorata-country-restaurant
Quintessenza – Trani - a MICHELIN Guide Restaurant,via Lionelli 62,Trani,76125,ITA,€€€,"Apulian, Contemporary","Having moved to new premises near Castello Svevo and Santa Maria Assunta cathedral, this restaurant now boasts splendid views from its outdoor terrace and a comfortable, historic ambience in its ...","Air conditioning, Bring your own bottle, Terrace","amex, maestrocard, mastercard, visa",+39 0883 880948,41.2814264,16.4150326,closed,closed,"13:00-14:15, 20:00-22:00","13:00-14:15, 20:00-22:00","13:00-14:15, 20:00-22:00","13:00-14:15, 20:00-22:00",13:00-14:15,https://guide.michelin.com/en/puglia/trani/restaurant/quintessenza-1195965
Josto – Cagliari - a MICHELIN Guide Restaurant,via Sassari 25,Cagliari,09124,ITA,€€,Modern Cuisine,"One of Cagliari’s most interesting restaurants, Josta boasts two small dining rooms with an original decor that combines modern design with a few traditional features – the room by the entrance ...","Air conditioning, Terrace","amex, dinersclub, mastercard, visa",+39 070 351 0722,39.2165191,9.1103353,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,closed,https://guide.michelin.com/en/sardegna/cagliari/restaurant/josto
Bramea – Palazzo San Gervasio - a MICHELIN Guide Restaurant,viale Villa d'Errico 10,Palazzo San Gervasio,85026,ITA,€€,Creative,"This gourmet restaurant with just a few tables is run by two young friends, now business partners at Bramea, with one at the helm in the kitchen, the other front of house. Extensive tasting menus ...","Air conditioning, Restaurant offering vegetarian menus, Terrace","amex, mastercard, visa",+39 0972 209498,40.9379252,15.9740352,19:30-23:00,closed,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,12:30-16:00,https://guide.michelin.com/en/basilicata/palazzo-san-gervasio/restaurant/bramea
Toe Drûe – Sestri Ponente - a MICHELIN Guide Restaurant,via Corsi 44 r,Sestri Ponente,16154,ITA,€€,"Ligurian, Modern Cuisine","Soak up the ambience of historic Genova in this restaurant which serves specialities such as panissa rice, seafood salad and Ligurian fish dishes in its informal and comfortable dining room. The ...",Air conditioning,"amex, maestrocard, mastercard, visa",+39 010 650 0100,44.4258298,8.8407606,"12:00-14:15, 19:30-22:30","12:00-14:15, 19:30-22:30","12:00-14:15, 19:30-22:30","12:00-14:15, 19:30-22:30","12:00-14:15, 19:30-22:30",19:30-22:30,closed,https://guide.michelin.com/en/liguria/sestri-ponente/restaurant/toe-drue
La Favellina – Malo - a MICHELIN Guide Restaurant,"via Cosari 4/6, località San Tomio",Malo,36034,ITA,€€€€,"Italian Contemporary, Creative","Signora Gianello fell in love with this delightful late-19C hamlet surrounded by the green hills north of Vicenza and bought a restaurant here, which she has renovated in an elegant, feminine ...","Car park, Terrace","amex, mastercard, visa",+39 0445 605151,45.6195715,11.4018545,closed,closed,19:45-21:30,19:45-21:30,19:45-21:30,"12:15-14:00, 19:45-21:30","12:15-14:00, 19:45-21:30",https://guide.michelin.com/en/veneto/malo/restaurant/la-favellina
Dimora Ulmo – Matera - a MICHELIN Guide Restaurant,via Pennino 28,Matera,75100,ITA,€€€,"Cuisine from Basilicata, Modern Cuisine","The three tasting menus (Contaminazioni, Dimora Ulmo and A mano libera) served at this restaurant housed in an old restored palazzo with a splendid summer terrace overlooking the Sassi feature a ...","Air conditioning, Terrace","amex, mastercard, visa",+39 0835 165 0398,40.6651164,16.6102076,"12:45-14:00, 19:45-21:00","12:45-14:00, 19:45-21:00",closed,19:45-21:00,"12:45-14:00, 19:45-21:00","12:45-14:00, 19:45-21:00","12:45-14:00, 19:45-21:00",https://guide.michelin.com/en/basilicata/matera/restaurant/dimora-ulmo
Fattoria delle Torri – Modica - a MICHELIN Guide Restaurant,vico Napolitano 14,Modica,97015,ITA,€€,"Sicilian, Modern Cuisine","A small slice of paradise in the historic centre of Modica, where the daughters of owner-chef Peppe Barone continue the family culinary tradition while adding their youthful influence to the ...",Terrace,"dinersclub, mastercard, visa",+39 0932 751286,36.8563150,14.7596559,"12:30-14:00, 19:30-22:00",closed,19:30-22:00,19:30-22:00,19:30-22:00,"12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00",https://guide.michelin.com/en/sicilia/modica/restaurant/fattoria-delle-torri
Locanda delle Grazie – Grazie - a MICHELIN Guide Restaurant,via San Pio X 2,Grazie,46010,ITA,€,"Mantuan, Seasonal Cuisine","Situated in the centre of the charming village of Curtatone which overlooks the river Mincio, this restaurant has been a beacon for fans of Mantuan cuisine for many years. A few Italian favourites...",Terrace,"mastercard, visa",+39 0376 348038,45.1564689,10.6940175,"12:00-14:30, 19:30-21:30","12:00-14:30, 19:30-21:30",closed,"12:00-14:30, 19:30-21:30","12:00-14:30, 19:30-22:00","12:00-15:00, 19:30-22:30","12:00-15:00, 19:30-21:30",https://guide.michelin.com/en/lombardia/grazie/restaurant/locanda-delle-grazie
Momento al 25 – Carpi - a MICHELIN Guide Restaurant,via San Francesco 20,Carpi,41012,ITA,€€,Modern Cuisine,"Housed in a late-19C palazzo, this restaurant serves a good selection of meat and fish dishes with both traditional and creative cuisine on the menu. Delicious flavours typical of the Emilia ...","Air conditioning, Interesting wine list, Terrace, Wheelchair access","amex, maestrocard, mastercard, visa",+39 059 645248,44.7797015,10.8818081,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:30,18:00-22:30,closed,https://guide.michelin.com/en/emilia-romagna/carpi/restaurant/il-25
Buca di Bacco – Pietra Ligure - a MICHELIN Guide Restaurant,corso Italia 149,Pietra Ligure,17027,ITA,€€,Seafood,"The seafood specialities, the care in the choice of rare produce and the originality of the Proprietor characterise this establishment, situated as it is in the basement of a building.","Air conditioning, Car park","amex, mastercard, visa",+39 019 615307,44.1518199,8.2897517,closed,12:30-14:30,12:30-14:30,"12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00",12:30-14:30,https://guide.michelin.com/en/liguria/pietra-ligure/restaurant/buca-di-bacco
Da Miky – Monterosso al Mare - a MICHELIN Guide Restaurant,via Fegina 104,Monterosso al Mare,19016,ITA,€€€,Seafood,"Situated right on the seafront, Miky is one of the best restaurants for fish (including the famous Monterosso anchovies) in the region, serving cuisine which is more and more exciting and ...","Air conditioning, Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 0187 817608,44.1452613,9.6465188,"12:00-14:30, 19:00-23:00",closed,"12:00-14:30, 19:00-23:00","09:00-14:30, 19:00-23:00","12:00-14:30, 19:00-23:30","12:00-14:30, 19:00-23:30","12:00-14:30, 19:00-23:00",https://guide.michelin.com/en/liguria/monterosso-al-mare/restaurant/da-miky
Osteria Il Maialetto – Monsummano Terme - a MICHELIN Guide Restaurant,via Della Repubblica 348,Monsummano Terme,51015,ITA,€,"Tuscan, Meats and Grills","This lively restaurant with a young, vibrant atmosphere stands next to the butcher’s shop run by the same family. The menu features delicious Tuscan cuisine, including dishes such as pappa al ...","Air conditioning, Terrace","amex, mastercard, visa",+39 0572 953849,43.8638368,10.8170887,closed,"12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00","12:00-15:00, 19:00-22:00",https://guide.michelin.com/en/toscana/monsummano-terme/restaurant/osteria-il-maialetto
