restaurant_name	address	city	postal_code	country	price_range	cuisine_type	description	facilities_services	credit_cards	phone_number	latitude	longitude	monday_hours	tuesday_hours	wednesday_hours	thursday_hours	friday_hours	saturday_hours	sunday_hours	url_micheline	url
La Dispensa di Armatore – Cetara - a MICHELIN Guide Restaurant	via Cantone 1	Cetara	84010	ITA	€	Seafood, Campanian	A very small and unusual restaurant with a bistro feel and tables outside only, either at the counter with stools overlooking the sea or in the more traditional outdoor dining space. Although the menu is relatively small, the quality of the fish (including options such as bluefin tuna, anchovies, squid etc) is excellent – which is hardly surprising, as the restaurant owners have been involved in the fishing industry for four generations. The menu features just one dessert, “spumone”, which is made for the restaurant by a nearby artisanal ice-cream parlour, and the restaurant doesn’t serve coffee, but people flock here for the excellent fish and the attractive prices, which are very reasonable given its coastal location.	Counter dining, Great view, Terrace	amex, maestrocard, mastercard, visa	+39 089 262034	40.6461666	14.7015346	11:00-00:00	11:00-23:30	closed	11:00-00:00	11:00-00:00	11:00-00:00	11:00-00:00	https://guide.michelin.com/en/campania/cetara/restaurant/la-dispensa-di-armatore	https://www.armatorecetara.it/dispensa/
i-Fame – Rimini - a MICHELIN Guide Restaurant	viale Regina Elena 28	Rimini	47921	ITA	€€	Creative	Enjoy creative cuisine made from excellent, locally sourced produce in this attractive restaurant. It is decorated in the same white colours and modern style as the hotel.	Air conditioning, Terrace, Wheelchair access	amex, mastercard, visa	+39 0541 386331	44.0600315	12.5892022	19:30-22:00	closed	19:30-22:00	19:30-22:00	19:30-22:00	19:30-22:00	19:30-22:00	https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/i-fame	https://www.i-fame.it/
Kirchsteiger – Foiana - a MICHELIN Guide Restaurant	via prevosto Wieser 5	Foiana	39011	ITA	€€	Classic Cuisine, Seasonal Cuisine	This restaurant has long been one of the most interesting in the area. It has a pleasing combination of traditional and modern cuisine created by the expert chef. The dining rooms have the same blend of old and new with an elegant use of local materials in the decor. Ask for one of the newer guestrooms.	Car park, Garden or park, Great view, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 0473 568044	46.5889205	11.1462829	12:00-14:00, 18:00-21:30	12:00-14:00, 18:00-21:30	12:00-14:00, 18:00-21:30	closed	12:00-14:00, 18:00-21:30	12:00-14:00, 18:00-21:30	12:00-14:00, 18:00-21:30	https://guide.michelin.com/en/trentino-alto-adige/foiana/restaurant/kirchsteiger	https://www.kirchsteiger.com/it/gastronomia/ristorante
Da Orlando – Cusago - a MICHELIN Guide Restaurant	piazza Soncino 19	Cusago	20090	ITA	€€	Italian	Simply arriving in Cusago near Milan, where the imposing castle dominates the attractive centre, puts you in a good mood. At Da Orlando, the menu is equally balanced between top-quality fish dishes such as the “bollita di mare” and meat-based dishes that will delight food-lovers, such as snails with trumpet mushrooms and duck breast with ginger. Two elegant dining rooms are the perfect setting for a romantic evening, while the attractive outdoor space comes into its own in summer. A good restaurant with over 40 years of history.	Air conditioning, Restaurant offering vegetarian menus, Terrace	amex, mastercard, visa	+39 02 9039 0318	45.4457731	9.0336515	12:00-13:45, 20:00-21:45	12:00-13:45, 20:00-21:45	12:00-13:45, 20:00-21:45	12:00-13:45, 20:00-21:45	12:00-13:45, 20:00-21:45	20:00-21:45	closed	https://guide.michelin.com/en/lombardia/cusago/restaurant/da-orlando	https://www.daorlando.com
Da Ercole – Crotone - a MICHELIN Guide Restaurant	viale Gramsci 122	Crotone	88900	ITA	€€	Seafood, Regional Cuisine	Situated on Crotone’s seafront, Da Ercole is a culinary institution for anyone who loves fish, with the benefit of 40 years in the business behind it! The salty tang of the Ionian sea is celebrated on an extensive menu, although if you really want to enjoy yourself to the full, let owner-chef and old-school host Ercole guide you in your choice (including some excellent raw fish dishes).	Air conditioning, Terrace	amex, maestrocard, mastercard, visa	+39 0962 901425	39.0729100	17.1296597	00:00-15:00	12:30-14:00, 20:00-22:30	12:30-14:00, 20:00-22:30	12:30-14:00, 20:00-22:30	12:30-14:00, 20:00-22:30	12:30-14:00, 20:00-22:30	20:00-00:00	https://guide.michelin.com/en/calabria/crotone/restaurant/da-ercole	https://www.ristorantedaercole.com/
La Rosa dei Venti – Milan - a MICHELIN Guide Restaurant	via Piero della Francesca 34	Milan	20154	ITA	€€	Seafood	This small restaurant is perfect for anyone keen on fish prepared simply with a personal touch – and with the added bonus of providing good value for money. The restaurant belongs to the AIC network (Italian Association for Coeliacs) and therefore offers a good selection of gluten - free dishes, including bread and pasta.	Air conditioning	amex, maestrocard, mastercard, visa	+39 02 347338	45.4836808	9.1643696	closed	12:30-14:30, 19:30-22:30	12:30-14:30, 19:30-22:30	12:30-14:30, 19:30-22:30	12:30-14:30, 19:30-22:30	19:30-22:30	12:30-14:30, 19:30-22:30	https://guide.michelin.com/en/lombardia/milano/restaurant/la-rosa-dei-venti	https://www.ristorantelarosadeiventi.it/
I Due Cippi dal 1976 – Saturnia - a MICHELIN Guide Restaurant	piazza Veneto 26/a	Saturnia	58014	ITA	€€€	Meats and Grills	The first sight to greet you when you enter this restaurant is a barbecue grill for cooking meat; the meat itself can be seen ageing nearby, with numerous cuts and meats to choose from and the famous Chianina beef taking centre stage. The small yet elegant dining rooms, welcoming ambience and friendly service all add to the appeal, as does the excellent section of wines. Meals are served outdoors in summer.	Air conditioning, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 0564 601074	42.6645660	11.5047270	19:30-22:30	19:30-22:30	19:30-22:30	19:30-22:30	19:30-22:30	19:30-22:30	closed	https://guide.michelin.com/en/toscana/saturnia/restaurant/i-due-cippi-da-michele	https://www.iduecippi.com/
Da Giocondo – Rivisondoli - a MICHELIN Guide Restaurant	via Suffragio 2	Rivisondoli	67036	ITA	€	Cuisine from Abruzzo, Traditional Cuisine	A simple, rustic trattoria perched among the alleyways in the upper part of the village, where the owners themselves are at the helm in the kitchen and front of house. Delicious home-cooked Abruzzi dishes are to the fore here, with daily specials often announced at your table. The à la carte features specialities such as local cheeses, cured hams and meat dishes (including the region’s renownedarrosticini– skewered grilled meat), as well as traditional home-made pastas, each of which has its own name. The small wine list focuses on the region, with labels from across the province. Booking in advance is recommended.		amex, mastercard, visa	+39 0864 69123	41.8691706	14.0654103	12:45-14:45, 19:45-21:45	closed	12:45-14:45, 19:45-21:45	12:45-14:45, 19:45-21:45	12:45-14:45, 19:45-21:45	12:45-14:45, 19:45-21:45	12:45-14:45, 19:45-21:45	https://guide.michelin.com/en/abruzzo/rivisondoli/restaurant/da-giocondo	https://www.ristorantedagiocondo.it/
Ego – Matera - a MICHELIN Guide Restaurant	via Stigliani 44	Matera	75100	ITA	€€€	Creative	Just a stone’s throw from the Sassi historic quarter, this modern, contemporary - style restaurant serves creative cuisine prepared by a young chef who already has plenty of experience under his belt.	Air conditioning, Wheelchair access	amex, dinersclub, mastercard, visa	+39 392 903 0963	40.6694389	16.6073164	19:30-22:00	closed	19:30-22:00	19:30-22:00	19:30-22:00	19:30-22:00	12:30-14:00, 19:30-22:00	https://guide.michelin.com/en/basilicata/matera/restaurant/ego	https://www.egogourmet.it/
L'Ancora della Tortuga – Monterosso al Mare - a MICHELIN Guide Restaurant	salita Cappuccini 4	Monterosso al Mare	19016	ITA	€€	Seafood	Decorated in maritime - style, this restaurant is literally perched on the cliff (one of its walls is actually rock). The views from its upper terrace are breathtaking. Fish takes pride of place on the menu, which also features a few meat dishes.	Air conditioning, Great view, Terrace	amex, dinersclub, mastercard, visa	+39 0187 800065	44.1458615	9.6544181	closed	closed	12:30-15:00, 19:00-22:00	12:30-15:00, 19:00-21:30	12:30-15:00, 19:00-21:30	12:30-15:00, 19:00-21:30	12:30-15:00, 19:00-21:30	https://guide.michelin.com/en/liguria/monterosso-al-mare/restaurant/l-ancora-della-tortuga	https://www.ristorantetortuga.it/
Taverna dello Spuntino – Grottaferrata - a MICHELIN Guide Restaurant	via Cicerone 20	Grottaferrata	00046	ITA	€€	Cuisine from Lazio, Home Cooking	This Roman trattoria has a particularly striking interior. From its old tufa passageways converted into a wine cellar in the basement, to its charming dining rooms with brick - vaulted arches where hams, flasks of wine, fruit and antipasti all form an attractive display.	Air conditioning, Interesting wine list	maestrocard, mastercard, visa	+39 06 9431 5985	41.7890470	12.6687390	13:00-15:00, 20:00-23:00	13:00-15:00, 20:00-23:00	13:00-15:00, 20:00-23:00	13:00-15:00, 20:00-23:00	13:00-15:00, 20:00-23:00	13:00-15:00, 20:00-23:00	13:00-15:00, 20:00-23:00	https://guide.michelin.com/en/lazio/grottaferrata/restaurant/taverna-dello-spuntino	https://www.tavernadellospuntino.com/
Piacentino – Bobbio - a MICHELIN Guide Restaurant	piazza San Francesco 19	Bobbio	29022	ITA	€€	Emilian	Restaurant with pension near the old town, where you can enjoy Piacentine dishes served outdoors in nice weather and in the airy indoors dining hall during the colder months. The rooms are in two styles, one with wrought iron beds and Arte Povera furniture, the other being more modern.	Air conditioning, Car park, Terrace	amex, mastercard, visa	+39 0523 936266	44.7690632	9.3869786	closed	08:00-00:00	08:00-00:00	08:00-00:00	08:00-00:00	08:00-00:00	08:00-15:00	https://guide.michelin.com/en/emilia-romagna/bobbio/restaurant/piacentino	https://www.hotelpiacentino.it/
Nuova Roma – Sasso Marconi - a MICHELIN Guide Restaurant	via Olivetta 87	Sasso Marconi	40037	ITA	€	Emilian, Traditional Cuisine	A friendly and long-established family-run restaurant on the road between Calderino and Sasso Marconi, which serves generous portions of traditional, regional cuisine with a contemporary flavour. House specialities include fresh pasta, dishes cooked on the authentic wood-fired grill, as well as classic recipes such as Bolognese cutlet. There’s also a comprehensive wine list, with a natural focus on labels from Emilia Romagna. A spacious car park and attractive terrace for summer dining complete the picture.	Air conditioning, Car park, Garden or park, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 051 676 0140	44.4459400	11.1980800	12:00-14:15, 19:30-22:30	closed	19:30-22:30	12:00-14:15, 19:30-22:30	12:00-14:15, 19:30-22:30	12:00-14:15, 19:30-23:00	12:00-14:30, 19:30-22:30	https://guide.michelin.com/en/emilia-romagna/sasso-marconi/restaurant/nuova-roma	https://www.ristorantenuovaroma.it/
Le Logge del Vignola – Montepulciano - a MICHELIN Guide Restaurant	via delle Erbe 6	Montepulciano	53045	ITA	€€	Tuscan	This small establishment is a good spot in the old town centre. Its tables are a bit cramped but they have smart table settings and well - prepared, regional ingredients are served.	Air conditioning, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 0578 717290	43.0951163	11.7826219	12:30-14:30, 19:30-22:00	closed	19:30-22:00	12:30-14:30, 19:30-22:00	12:30-14:30, 19:30-22:00	12:30-14:30, 19:30-22:00	12:30-14:30, 19:30-22:00	https://guide.michelin.com/en/toscana/montepulciano/restaurant/le-logge-del-vignola	https://www.leloggedelvignola.com
Tubladel – Ortisei - a MICHELIN Guide Restaurant	via Trebinger 22	Ortisei	39046	ITA	€€€	Regional Cuisine	Although this restaurant with wood-adorned dining rooms has the rustic and romantic ambience of an old Alpine hut (the name “tubladel” is the Ladin for hay barn), it is actually situated just a stone’s throw from the centre of Ortisei. The cuisine focuses on local ingredients such as meat and game, with dishes such as venison pappardelle and roast pork shank on the menu, and very few fish options. Good selection of wines by the glass.	Car park, Terrace	amex, maestrocard, mastercard, visa	+39 0471 796879	46.5706268	11.6789715	NA	NA	NA	NA	NA	NA	NA	https://guide.michelin.com/en/trentino-alto-adige/ortisei/restaurant/tubladel	https://www.tubladel.com/
La Corniola – Pescocostanzo - a MICHELIN Guide Restaurant	via dei Mastri Lombardi 24	Pescocostanzo	67033	ITA	€€	Modern Cuisine, Cuisine from Abruzzo	Known throughout Italy for its pillow lace, the small town of Pescocostanzo is home to this charming restaurant that specialises in cuisine from the Abruzzo region. Ingredients on the menu include grilled polenta, mountain bacon, smoked ricotta cheese with juniper and the famous local saffron – all served in elegant and creative cuisine.	Wheelchair access	amex, mastercard, visa	+39 0864 642470	41.8871637	14.0692187	closed	closed	closed	closed	12:30-14:30, 19:30-21:30	12:30-14:30, 19:30-21:30	12:30-14:30	https://guide.michelin.com/en/abruzzo/pescocostanzo/restaurant/la-corniola	https://www.lacorniola.com/
Lazzaro 1915 – Pontelongo - a MICHELIN Guide Restaurant	via Roma 351	Pontelongo	35029	ITA	€€€	Italian Contemporary, Creative	Although it is now home to a welcoming and contemporary family restaurant, this building was once used as a place to rest horses and provide hospitality to workers from the sugar factory opposite. Daniela Siviero oversees the front of house with charm and professionalism, while her brother Piergiorgio is at the helm in the kitchen. The restaurant serves two tasting menus: “DNA”, an 8-course menu showcasing technically creative cuisine that focuses on regional fish and meat options prepared in different ways, and the 4-course “Campagna Liquida” which changes weekly and on which vegetables take pride of place. Daniela will recommend the best wine pairing from a well-structured wine list that includes some real gems.	Air conditioning, Terrace, Wheelchair access	amex, mastercard, visa	+39 049 977 5072	45.2499891	12.0203099	12:30-14:00, 19:30-21:30	closed	closed	19:30-21:30	12:30-14:00, 19:30-21:30	12:30-14:00, 19:30-21:30	12:00-14:30	https://guide.michelin.com/en/veneto/pontelongo/restaurant/lazzaro-1915	https://www.lazzaro1915.it
Osteria del Gallo e della Volpe – Ospedaletto d'Alpinolo - a MICHELIN Guide Restaurant	piazza Umberto I 14	Ospedaletto d'Alpinolo	83014	ITA	€	Campanian, Modern Cuisine	This restaurant in the centre of this small town is run by the Silvestro family (father and son). In summer, book one of the tables in the charming outdoor space overlooking the square. The menu focuses on local traditional cuisine with the occasional personalised twist, while the wine list features labels from the Irpinia region (and elsewhere) with a good choice of vertical wines and top-quality names such as Aglianico and Taurasi.	Air conditioning, Interesting wine list, Terrace	dinersclub, mastercard, visa	+39 0825 691225	40.9390634	14.7442689	closed	18:30-23:00	18:30-23:00	18:30-23:00	18:30-23:00	12:00-23:30	12:00-17:00	https://guide.michelin.com/en/campania/ospedaletto-d-alpinolo/restaurant/osteria-del-gallo-e-della-volpe	
Terre Alte – Longiano - a MICHELIN Guide Restaurant	via Olmadella 11, località Balignano	Longiano	47020	ITA	€€€	Seafood	One of the best-known addresses in this region for fish enthusiasts, this restaurant serves freshly caught fish prepared in simple, traditional dishes that allow the quality of the flavour to shine through. A good wine list (particularly champagnes) and a panoramic terrace add to the appeal.	Air conditioning, Car park, Terrace	amex, mastercard, visa	+39 0547 666138	44.0902060	12.3375440	closed	19:30-22:00	12:30-14:30, 19:30-22:30	12:30-14:30, 19:30-22:30	12:30-14:30, 19:30-22:30	12:30-14:30, 19:30-22:00	12:30-14:30, 19:30-22:00	https://guide.michelin.com/en/emilia-romagna/longiano/restaurant/terre-alte	https://ristoranteterrealte.com/
Antico Morer – Treviso - a MICHELIN Guide Restaurant	via Riccati 28	Treviso	31100	ITA	€€	Seafood	Not far from the Duomo, this historic restaurant takes its name from the mulberry tree (morer in local dialect) that once stood in front of the building. Elegant, simple decor in the dining room, which is adorned with a wooden - beamed ceiling. The menu features fish and seafood, including a good choice of raw dishes.	Air conditioning, Terrace	amex, dinersclub, mastercard, visa	+39 0422 590345	45.6671000	12.2405200	closed	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30	https://guide.michelin.com/en/veneto/treviso/restaurant/antico-morer	https://ristoranteanticomorertreviso.com/
Ca' Mia – Alserio - a MICHELIN Guide Restaurant	via Cascinette 1	Alserio	22040	ITA	€€	Italian, Creative	This welcoming restaurant in the hills surrounding Lake Alserio makes guests feel completely at home. The two young chefs with plenty of experience behind them create modern dishes with a preference for quick cooking methods and a focus on a wood-fired oven and barbecue, as well as fermented ingredients.	Air conditioning, Car park, Restaurant offering vegetarian menus, Terrace	amex, dinersclub, mastercard, visa	+39 031 631558	45.7770357	9.1962493	closed	closed	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	https://guide.michelin.com/en/lombardia/alserio/restaurant/ca-mia	https://www.camiaristorante.it
Impero – Sizzano - a MICHELIN Guide Restaurant	via Roma 13	Sizzano	28070	ITA	€€	Country cooking, Seasonal Cuisine	Now a culinary landmark in the province, this restaurant is run by two enthusiastic sisters who serve cuisine with its roots in local traditions and prepared using seasonal ingredients. Renovation work over the past few years has added to the style and character of the restaurant, which boasts a small garden for summer dining plus a good selection of wines.	Air conditioning, Terrace	amex, mastercard, visa	+39 0321 820576	45.5761300	8.4380800	closed	12:00-14:00	12:00-14:00	12:00-14:00, 20:00-21:30	12:00-14:00, 20:00-21:30	12:00-14:00, 20:00-21:30	12:00-14:00	https://guide.michelin.com/en/piemonte/sizzano/restaurant/impero	https://ristoranteimperosizzano.business.site
Dulchemente – Olbia - a MICHELIN Guide Restaurant	via Romeo Papandrea 10	Olbia	07026	ITA	€€€	Seafood, Modern Cuisine	A contemporary-style restaurant which serves modern dishes alongside simpler, more classic options, with a notable focus on fish. A splendid outdoor terrace for alfresco dining and friendly, professional staff complete the picture.	Air conditioning, Restaurant offering vegetarian menus, Terrace	amex, mastercard, visa	+39 0789 21451	40.9255620	9.5027418	19:00-23:45	12:00-15:30, 19:00-23:45	12:00-15:30, 19:00-23:45	12:00-15:30, 19:00-23:45	12:00-15:30, 19:00-23:45	12:00-15:30, 19:00-23:45	12:00-15:30, 19:00-23:45	https://guide.michelin.com/en/sardegna/olbia/restaurant/dulchemente	https://www.dulchemente.com/
Osteria Altran – Ruda - a MICHELIN Guide Restaurant	Località Cortona 19	Ruda	33050	ITA	€€€	Italian, Modern Cuisine	A small gourmet restaurant surrounded by the verdant landscapes of the Friuli countryside. In what was once a simple farm, owner Guido Lanzellotti has brought this seemingly rustic yet delightfully romantic restaurant to life, creating modern cuisine that focuses on top-quality ingredients and careful preparation. The lounge-cum-library adorned with cookery books is available for small private events as well as aperitifs and post-dinner drinks. Our inspector recommends the lobster soup and mixed pasta, a dish inspired by a traditional “buzara”-style recipe, with a delicious shellfish jus and al dente pasta. The dish is served with a “smetana” sauce that is very similar to sour cream and is Russian in origin.	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	mastercard, visa	+39 0431 969402	45.8132892	13.4106510	closed	closed	20:00-00:00	20:00-00:00	20:00-00:00	13:00-00:00	13:00-00:00	https://guide.michelin.com/en/friuli-venezia-giulia/ruda/restaurant/osteria-altran	https://osteria-altran.eatbu.com
Piccolo Lord – Turin - a MICHELIN Guide Restaurant	corso San Maurizio 69 bis/g	Turin	10124	ITA	€€	Mediterranean Cuisine, Seasonal Cuisine	Professional service in a welcoming, modern restaurant run by a young couple. He works in the kitchen while she (having also worked as a chef in the past) runs the front of house. Delicious Mediterranean cuisine with a seasonal focus.	Air conditioning	amex, maestrocard, mastercard, visa	+39 011 836145	45.0672734	7.6974119	20:00-23:00	20:00-23:00	20:00-23:00	20:00-23:00	20:00-23:00	20:00-23:00	20:00-23:00	https://guide.michelin.com/en/piemonte/torino/restaurant/piccolo-lord	https://www.ristorantepiccololord.it/
Silene – Seggiano - a MICHELIN Guide Restaurant	Località Pescina 9	Seggiano	58038	ITA	€€€	Tuscan, Modern Cuisine	This authentic family restaurant situated in a quiet mountain village with just a few inhabitants serves delicious home-made cuisine. The owner-chef here delights guests with his decidedly Tuscan dishes full of intense flavours and prepared mainly from produce grown in the restaurant’s kitchen garden. His generous offerings include proverbial recipes such asfried egg with leaves and flowersand his classicpigeon with herbs, all seasoned with olive oil produced on the property from Seggiano olives. Excellent wine list, plus thoughtful recommendations to accompany your meal.	Car park, Garden or park, Terrace	amex, maestrocard, mastercard, visa	+39 0564 950805	42.9193337	11.5873607	closed	19:15-20:30	19:15-20:30	19:15-20:30	12:00-13:30, 19:15-20:30	12:00-13:30, 19:15-20:30	12:00-13:30	https://guide.michelin.com/en/toscana/seggiano/restaurant/silene	https://ilsilene.it/
Villa Fiordaliso – Gardone Riviera - a MICHELIN Guide Restaurant	corso Zanardelli 150	Gardone Riviera	25083	ITA	€€€€	Italian Contemporary	Villa Fiordaliso is one of the beautiful early 20C villas that line the lake front. Surrounded by verdant grounds and extending out into the lake on a pontoon, the restaurant serves creative, modern cuisine. The chef is equally at ease with fish and meat dishes, while the extensive wine list suggests that you’ll have no problem finding your favourite wine here.	Car park, Garden or park, Great view, Interesting wine list, Terrace	amex, mastercard, visa	+39 0365 20158	45.6222080	10.5699600	NA	NA	NA	NA	NA	NA	NA	https://guide.michelin.com/en/lombardia/gardone-riviera/restaurant/villa-fiordaliso	https://www.villafiordaliso.it
Osteria Antico Brolo – Gardone Riviera - a MICHELIN Guide Restaurant	via Carere 10	Gardone Riviera	25083	ITA	€€	Country cooking, Modern Cuisine	Situated in the upper part of the town near the Vittoriale estate, this rustic 18C building is the setting for regional cuisine prepared using seasonal ingredients. The charming small courtyard offers shade for summer dining, while the interior dining room also includes a single table on a small balcony which needs to be booked well in advance.	Terrace	mastercard, visa	+39 0365 21421	45.6221753	10.5619225	closed	19:30-22:00	12:15-14:00, 19:30-22:00	12:15-14:00, 19:30-22:00	12:15-14:00, 19:30-22:00	12:15-14:00, 19:30-22:00	12:15-14:00, 19:30-22:00	https://guide.michelin.com/en/lombardia/gardone-riviera/restaurant/osteria-antico-brolo	https://www.ristoranteanticobrolo.it
Osteria del Borro – San Giustino Valdarno - a MICHELIN Guide Restaurant	località Borro 52	San Giustino Valdarno	52024	ITA	€€€	Tuscan, Contemporary	Decorated in soft colours, the elegant gourmet restaurant on the first floor (lift available) serves classic regional dishes reinterpreted with a contemporary flavour and hint of modernity. At the Tuscan Bistro on the ground floor, the menu is simpler in style but just as delicious and firmly rooted in the traditions of the local area.	Air conditioning, Car park, Garden or park, Restaurant offering vegetarian menus	amex, mastercard, visa	+39 055 977 2333	43.5403299	11.7152709	19:15-22:00	19:15-22:00	19:15-22:00	19:15-22:00	19:15-22:00	19:15-22:00	19:15-22:00	https://guide.michelin.com/en/toscana/san-giustino-valdarno/restaurant/osteria-del-borro	https://www.osteriadelborro.it/
Capriccio – Augusta - a MICHELIN Guide Restaurant	via Filippo Turati 81	Augusta	96011	ITA	€€	Contemporary	Young chef Graziano Accolla has returned to his native city where he serves creative cuisine of the highest quality, while at the same time raising Augusta’s gastronomic profile. Thanks to his experience in Michelin-starred restaurants, he offers highly interesting dishes which focus on the use of top-quality ingredients.	Air conditioning, Terrace	amex, maestrocard, mastercard, visa	+39 0931 967858	37.2473395	15.2202918	closed	19:30-21:30	19:30-21:30	19:30-21:30	12:30-14:00, 19:30-21:30	12:30-14:00, 19:30-21:30	12:30-14:00	https://guide.michelin.com/en/sicilia/augusta_1854056/restaurant/capriccio-1200379	https://www.capriccioaugusta.it/
Sora Maria e Arcangelo – Olevano Romano - a MICHELIN Guide Restaurant	via Roma 42	Olevano Romano	00035	ITA	€€	Cuisine from Lazio	Those who judge only by appearance will walk on, those who do not will cross the threshold of this small restaurant to savour the delight of local recipes reinterpreted in modern form.	Air conditioning, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 06 956 4043	41.8596733	13.0343862	closed	12:30-14:30	closed	12:30-14:15	12:30-14:15, 19:30-22:00	12:30-14:15, 19:30-22:00	12:30-14:30	https://guide.michelin.com/en/lazio/olevano-romano/restaurant/sora-maria-e-arcangelo	https://www.soramariaearcangelo.com/
La Locanda del Falco – Valdieri - a MICHELIN Guide Restaurant	piazza Regina Elena 22	Valdieri	12010	ITA	€	Piedmontese, Traditional Cuisine	This restaurant may have changed management but its location in an old, carefully restored coach house with barrel vaults and brick walls remains the same. The regional cuisine has its roots in mountain traditions with specialities such as snails, lamb and local pastas on the menu. Young staff, plus a good selection of wines with a focus on bottles from Piedmont.	Air conditioning, Terrace, Wheelchair access	mastercard, visa	+39 0171 976720	44.2770540	7.3974799	12:15-15:00, 19:15-22:30	12:15-15:00, 19:15-22:30	closed	12:15-15:00, 19:15-22:30	12:15-15:00, 19:15-22:30	12:15-15:00, 19:15-22:30	12:15-15:00, 19:15-22:30	https://guide.michelin.com/en/piemonte/valdieri/restaurant/la-locanda-del-falco	https://www.lalocandadelfalcovaldieri.it/
Al Vecchio Convento – Varese - a MICHELIN Guide Restaurant	viale Borri 348	Varese	21100	ITA	€€€	Tuscan, Grills	Ask for a table in the main dining room, with a classic atmosphere and elegant furnishings, to taste the dishes of a cuisine, which is seasonal and mainly Tuscan.	Air conditioning, Car park, Terrace, Wheelchair access	amex, dinersclub, mastercard, visa	+39 0332 261005	45.7892898	8.8494638	closed	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00	https://guide.michelin.com/en/lombardia/varese/restaurant/al-vecchio-convento	https://www.alvecchioconvento.it/
Il Casolare dei Segreti – Treia - a MICHELIN Guide Restaurant	Contrada San Lorenzo 28	Treia	62010	ITA	€€	Cuisine from the Marches, Traditional Cuisine	A family - run restaurant with young, enthusiastic staff. Four rustic dining rooms provide the setting to enjoy delicious regional dishes, such as the ever - popular Marchigiana veal steak.	Car park, Garden or park, Great view, Terrace	amex, mastercard, visa	+39 0733 216441	43.3176500	13.2572000	NA	NA	NA	NA	NA	NA	NA	https://guide.michelin.com/en/marche/treia_1832420/restaurant/il-casolare-dei-segreti	https://www.casolaredeisegreti.it/
Le Cupole – Rapallo - a MICHELIN Guide Restaurant	via Aurelia Orientale 369	Rapallo	16035	ITA	€€€	Italian Contemporary, Ligurian	This delightful restaurant on the 10th floor of the Grand Hotel Bristol occupies a roof garden with breathtaking views of the promontory of Portofino. Dishes from all over Italy feature on the menu, with a particular emphasis given to regional specialities. Make sure you try the tortelli di Preboggion (pasta with local herbs) served with a Vaise cheese and walnut sauce.	Air conditioning, Car park, Garden or park, Great view, Terrace, Wheelchair access	amex, dinersclub, mastercard, visa	+39 0185 273313	44.3433058	9.2445572	19:30-23:00	19:30-23:00	19:30-23:00	19:30-23:00	19:30-23:00	12:30-14:00, 19:30-23:00	12:30-14:00, 19:30-23:00	https://guide.michelin.com/en/liguria/rapallo/restaurant/le-cupole	https://www.grandhotelbristol.it/
Filia Ristorante – Verona - a MICHELIN Guide Restaurant	via Francesco Anzani 19	Verona	37121	ITA	€€€	Creative, Italian Contemporary	An intimate and modern restaurant with just five tables and a minimalist design (with the exception of the “hip-hop” bathroom). Filia expresses the full character of its owner Michael Silhavì who has chosen Borgo Trento, a residential district not far from the city centre, in which to fulfil his dream of opening his own restaurant. He serves two tasting menus here (although he also sensibly also offers à la carte options), which are creative in style and occasionally play with traditional recipes such as the “Polpo alla Luciana” octopus dish. Simpler, faster options available at lunchtime. A colourful restaurant in every respect!	Air conditioning, Terrace, Wheelchair access	mastercard, visa	+39 388 724 9430	45.4469573	10.9894087	closed	12:00-14:00, 19:30-22:00	12:00-14:00, 19:30-22:00	12:00-14:00, 19:30-22:00	12:00-14:00, 19:30-22:00	12:00-14:00, 19:30-22:00	closed	https://guide.michelin.com/en/veneto/verona/restaurant/filia-ristorante	http://filiaristorante.it
Tamo – Spoltore - a MICHELIN Guide Restaurant	via del Mulino 6	Spoltore	65010	ITA	€€€	Contemporary	This new restaurant occupies  a historic palazzo in this small town. Served by the owner (outdoors in summer with views of Città Sant’Angelo in the distance), the cuisine is authentic, unfussy and prepared using top-quality ingredients with a focus on vegetables from a nearby farm.	Great view, Terrace	amex, dinersclub, mastercard, visa	+39 085 496 2430	42.4552080	14.1331166	closed	closed	19:00-22:00	19:00-22:00	12:00-14:30, 19:00-22:00	12:00-14:30, 19:00-22:00	12:00-14:30	https://guide.michelin.com/en/abruzzo/spoltore/restaurant/tamo	https://www.tamoristorante.it
